Title	Content	Publish Date	Sentiment
"A Taylor Swift Airbnb is a bachelorette dream home where megafans can bask in her ""Eras"" for up to $1,400 a night"	"The living area of Kelly Straka's Taylor Swift-themed Arizona Airbnb.Courtesy of Kelly Straka
<ul>
<li>An Arizona Airbnb with rooms themed around Taylor Swift's different ""Eras"" is welcoming guests … [+5030 chars]"	2023-11-01T15:29:50Z	
"Gen Z's financial icons revealed: Taylor Swift beats Warren Buffett, and Bill Gates tops the list"	"Young people haven't forgotten about some of the people responsible for today's tech, like Bill Gates, but they're also looking at entertainers like Taylor Swift and Oprah Winfrey for financial inspi… [+3175 chars]"	2023-11-04T08:56:01Z	
"16 Hilarious Fails From The Internet This Week That Will Make You Laugh So Hard You'll Be Texting This Article To Your Friends Saying ""You Have To Look At This"""	"Witnessed this particular scene in the cinema where a man a few seats down actually farted in terror, which ruined the film for my friend &amp; I who basically wept with silent laughter for the rest … [+69 chars]"	2023-10-30T20:25:23Z	
Taylor Swift earnings visualized with bracelet beads	"Age and Occupation
Whether its because of experience, physical ability, or education level, some jobs tend towards a certain age of worker more than others."	2023-10-30T09:43:48Z	
"Taylor Swift defeats Taylor Swift, also everybody else, with sales for 1989 (Taylor's Version)"	"Taylor Swift has now officially beaten pretty much the only person on the planet giving her a real fight for pop music dominance at the moment: Herself. This is per Deadline, reporting on the first s… [+1545 chars]"	2023-11-05T22:41:00Z	
"Jack Antonoff Chats, Bleachers Perform “Modern Girl” on Fallon: Watch"	"Jack Antonoff was a guest on last nights episode of The Tonight Show Starring Jimmy Fallon. The producer, songwriter, and Bleachers frontman sat down to discuss writing with Taylor Swift and the . He… [+404 chars]"	2023-11-02T13:15:22Z	
The boomer market boon	"Shutterstock
<ul>
<li>This post originally appeared in the Insider Today newsletter.</li>
<li>You can sign up for Insider's daily newsletter here.</li>
</ul>Welcome back. If you still haven't figure… [+7547 chars]"	2023-10-30T12:52:11Z	
The Fed held interest rates steady — but the fight against inflation is not over yet	The Fed kept interest rates steady on Wednesday for a second consecutive meeting but will continue to monitor the economy. Fed Chair Jerome Powell (pictured) had previously left the door open for ano… [+3255 chars]	2023-11-01T18:01:46Z	
Get Your Parkas Ready For December 2024 – Canadian Swifties Haven't Been Able To Focus Since Taylor Swift JUST Announced Three New Concert Dates	"Wish us Vancouver Swifties a lot of luck, we haven't seen you here since The 1989 World Tour, so its literally been a LONG TIME COMING
 (@erastourticks) November 2, 2023"	2023-11-02T21:44:37Z	
"Taylor Swift, Brent Faiyaz, Silvana Estrada, and More: This Week’s Pitchfork Selects Playlist"	"The staff of Pitchfork listens to a lot of new music. A lot of it. On any given day our writers, editors, and contributors go through an imposing number of new releases, giving recommendations to eac… [+1075 chars]"	2023-10-30T12:55:43Z	
Taylor Swift Lands Biggest Sales Week of Her Career With 1989 (Taylor’s Version)	"Taylor Swift, who has had 13 albums debut at No. 1 since 2008s Fearless, once again has the No. 1 album in America with the release of 1989 (Taylors Version). Its also her biggest sales week ever, wi… [+648 chars]"	2023-11-05T20:32:46Z	
The Taylor Swift economy: Red hot	"The Taylor Swift Effect 
Its Taylor Swifts economy, and were all just buying into it.
In case you were unaware, the 33-year-old singer-songwriter has, among other things: redefined music ownership … [+7455 chars]"	2023-11-01T19:45:00Z	
"TMZ: Travis Kelce, Taylor Swift Dating 'Overwhelming' for Jason, Mom Donna and Family"	"MEGA/GC Images
Kansas City Chiefs tight end Travis Kelce's relationship with Taylor Swift has been an adjustment for the entire Kelce family, according to TMZ Sports.
""Sources with direct knowledge… [+1529 chars]"	2023-10-31T14:35:29Z	
Taylor Swift Fonts Identified + Free Alternatives	"We all know Taylor Swift for her incredible vocal talents, but there’s another hidden gem in her artistic toolbox that often goes unnoticed – her designer’s extraordinary ability to choose the perfec… [+8738 chars]"	2023-10-30T03:25:04Z	
Taylor Swift: 1989 (Taylor’s Version)	"Say Dont Go is the only vault track written with an industry stalwart: Diane Warren, who penned a swath of megahits through the 80s and 90s. The rest were written with Jack Antonoff, whose rise to po… [+2309 chars]"	2023-10-30T04:03:00Z	
Look out below: two more Fall movies are coming	"When Taylor Swift wrote I think about jumping off of very tall somethings in her 1989 vault track It It Over Now?, was she really dropping an easter egg for the announcement that survival thriller Fa… [+1655 chars]"	2023-10-31T19:22:00Z	
Blumhouse's Five Nights At Freddy's gambit paid off	"Five Nights At Freddysmade a frightfully good showing at last weekends box office, pulling in $78 millionenough to unseat both Taylor Swift: The Eras Tour and Killers Of The Flower Moon. This massive… [+2043 chars]"	2023-10-30T19:20:33Z	
"Video: Broncos Play Taylor Swift's 'Shake It Off' After Beating Travis Kelce, Chiefs"	"RJ Sangosti/MediaNews Group/The Denver Post via Getty Images
The Kansas City Chiefs need to shake off their 24-9 loss to the Denver Broncos Sunday.
That's what the home team indicated with their po… [+1481 chars]"	2023-10-30T01:31:09Z	
"Taylor Swift, Cardi B, extra guacamole: How New Jersey’s governor spent $12K on stadium concessions"	"Murphys office said the Democratic State Committee was initially expected to cover the stadium costs but didnt. The state was left with the bill, which was paid via Murphys $95,000-a-year expense acc… [+7071 chars]"	2023-10-30T22:54:31Z	
‘1989 (Taylor’s Version)’ Outsells Original Album for Debut Week	"1989 (Taylor’s Version) debuted atop the Billboard 200 Albums chart, the publication announced on Sunday, marking Swift’s third album to top the album chart this year. 
Coming in second this week wa… [+4222 chars]"	2023-11-05T20:53:17Z	
"Tom Brady, Josh Allen Reveal Michael Jordan, LeBron James and More Audible Code Words"	"Tom Szczerbowski/Getty Images
If you've ever wondered about some of the coded language quarterbacks use to call out audibles on the field, Tom Brady and Josh Allen shared some that have been used in… [+1880 chars]"	2023-10-31T14:44:46Z	
Girl Power Will Dominate the Grammy Nominations for Best Pop Solo Performance	"Leading up to the Grammy nominations on Nov. 10, Rolling Stone is breaking down 16 different categories. For each, we’re predicting the nominees, as well as who will (and who should) win on Grammy ni… [+4828 chars]"	2023-11-02T14:14:01Z	
A Swiftie’s Halloween Costume Joked That Taylor Swift Put Travis Kelce on the Map — He Loved It	"Swifties have rarely ever spared Taylor Swift‘s boyfriends from a solid Comedy Central-level roast. They’ve gone after Harry Styles’ driving skills (or lack thereof), Taylor Lautner popping up to do … [+1678 chars]"	2023-11-01T16:19:38Z	
"Odds & Ends: November 3, 2023"	End by Explosions in the Sky. I first discovered the instrumental rock band Explosions in the Sky from my favorite television show of all time: Friday Night Lights. I love the way their moody and atm… [+2554 chars]	2023-11-03T19:07:02Z	
"Taylor Swift’s 1989 (Taylor’s Version) Debuts At #1, Most First-Week Sales For An Album Since 2015"	"Taylor Swift’s 1989 (Taylor’s Version) debuted at #1 on the Billboard 200 chart this week with 1.653 million equivalent album units in the US. As Billboard reports, that’s the largest sales week for … [+1597 chars]"	2023-11-05T20:51:07Z	
Taylor Swift Adds 2024 Vancouver Dates To Eras Tour	"Vancouver Swifties will have an extra something to celebrate next holiday season: Taylor Swift has added three dates in the city to the 2024 leg of her Eras Tour.
The new dates are Dec. 6, 7 and 8, … [+975 chars]"	2023-11-02T17:29:06Z	
The Beatles Dethrone Taylor Swift On Spotify	"19th May 1967: The Beatles celebrate the completion of their new album, 'Sgt Pepper's Lonely Hearts ... [+] Club Band', at a press conference held at the west London home of their manager Brian Epste… [+2338 chars]"	2023-11-03T15:00:44Z	
"Taylor Swift’s ‘1989 (Taylor’s Version)’ Has A Big, Big, Really Big Sales Debut"	"Taylor Swift just had a week where the biggest news wasn’t Travis Kelce. 
Continuing to add to her billion-dollar empire, Taylor Swift’s 1989 (Taylor’s Version) bowed this week at #1 on the Billboar… [+1085 chars]"	2023-11-05T21:04:08Z	
Defense spending isn't what’s driving the US economy	"The booming US economy, which grew at a 4.9% annualized rate in the third quarter of this year, can be credited to Barbenheimer, Taylor Swift, a land new housesbut not cash flowing to the defense sec… [+2319 chars]"	2023-10-30T11:00:00Z	
"Tour news: Taylor Swift, Jerry Seinfeld, The Dwarves, Screaming Females, and more"	"Heres a roundup of recent tour news. Check the Tour Dates category for more.
TAYLOR SWIFT
Taylor Swift continues to expand The Eras Tour, having added three new Vancouver shows in December 2024. Wi… [+2095 chars]"	2023-11-03T22:07:03Z	
Taylor Swift and Travis Kelce Have the Same Taste In Rolexes	"Amid all the headlines about Taylor Swift and Travis Kelce holding hands, the kissing in public to make the relationship official moment, not to mention every Swiftie's newfound vested interest in th… [+2697 chars]"	2023-10-31T15:37:30Z	
What Lina Khan Could Learn About Amazon From Taylor Swift	"As is very well known, in 2023 Taylor Swift embarked on a concert tour that filled stadiums across the U.S. Fascinating about the tour is that while she played multiple nights in sold out stadiums in… [+4294 chars]"	2023-11-01T15:00:00Z	
"Five Nights At Freddy's Movie Opens Massive, Breaks Box Office Records"	Lackluster reviews and streaming day-and-date on Peacock didn't stop Five Nights at Freddy's from having a record-breaking weekend at the box office. The PG-13 horror movie--based on the video game f… [+1443 chars]	2023-10-30T15:13:00Z	
Taylor Swift May Replace Herself Atop The Hot 100 Next Week	"INGLEWOOD, CALIFORNIA - AUGUST 09: EDITORIAL USE ONLY. Taylor Swift performs onstage during ""Taylor ... [+] Swift | The Eras Tour"" at SoFi Stadium on August 09, 2023 in Inglewood, California. (Photo … [+2389 chars]"	2023-11-03T12:00:00Z	
Taylor Swift Claims The Three Bestselling Albums In America In 2023	"CINCINNATI, OHIO - JUNE 30: EDITORIAL USE ONLY Taylor Swift performs onstage during ""Taylor Swift | ... [+] The Eras Tour "" at Paycor Stadium on June 30, 2023 in Cincinnati, Ohio. (Photo by Taylor Hi… [+2283 chars]"	2023-11-05T14:00:00Z	
Taylor Swift's Concert Film Dominates The Box Office On Opening Weekend	"Hugh McIntyre, a Forbes contributor, joins Forbes Newsroom to discuss Taylor Swifts new concert film Taylor Swift: The Eras Tour being number one in the box office on opening weekend."	2023-11-02T21:30:34Z	
Why Record Labels Are Upset With Taylor Swift’s Success	"ATLANTA, GEORGIA - APRIL 28: FOR EDITORIAL USE ONLY. NO BOOK COVERS. Taylor Swift performs onstage ... [+] during The Eras Tour at Mercedes-Benz Stadium on April 28, 2023 in Atlanta, Georgia. (Photo … [+4948 chars]"	2023-11-03T18:20:26Z	
Chiefs & Dolphins set for 'electric' Germany clash	"Last year Germany became the first European nation other than the UK to host an NFL regular season game
If Tom Brady says a game was ""one of the great football experiences I've ever had"", it must ha… [+6124 chars]"	2023-11-04T09:00:52Z	
Taylor Swift Breaks Her Tie With Justin Bieber As ‘Cruel Summer’ Gains Again	"NEWARK, NEW JERSEY - AUGUST 26: Taylor Swift attends the 2019 MTV Video Music Awards at Prudential ... [+] Center on August 26, 2019 in Newark, New Jersey. (Photo by Jamie McCarthy/Getty Images for M… [+1871 chars]"	2023-11-02T12:55:35Z	
Why A-Rod Is Grateful for Taylor Swift and Beyoncé	"ALEX RODRIGUEZ, the 14-time Major League Baseball all-star, has established himself as a businessman since he left the dugout in 2016. He manages a variety of real estate holdings and companies under… [+249 chars]"	2023-10-30T13:02:07Z	
Taylor Swift’s ‘1989 (Taylor’s Version)’ Is The Bestselling Album Of 2023…After Only A Few Days	"SEATTLE, WASHINGTON - JULY 22: EDITORIAL USE ONLY Taylor Swift performs onstage during the Taylor ... [+] Swift | The Eras Tour at Lumen Field on July 22, 2023 in Seattle, Washington. (Photo by Mat H… [+2022 chars]"	2023-11-04T13:00:00Z	
"""The Taylor Swift Effect Is Community""- Dr. Marcus Collins, Marketing Professor At University Of Michigan"	"Dr. Marcus Collins, a marketing professor at the University of Michigan and author of For the Culture, joins 'Forbes Talks' to discuss what Taylor Swift teaches us about influence."	2023-10-30T15:35:28Z	
Taylor Swift Breaks The Record For The Largest Vinyl Sales Week Ever With ‘1989 (Taylor’s Version)	"Inglewood, CA - August 07: Taylor Swift performs during The Eras Tour at SoFi Stadium in Inglewood ... [+] Monday, Aug. 7, 2023. (Allen J. Schaben / Los Angeles Times via Getty Images)
Los Angeles T… [+2259 chars]"	2023-11-03T15:15:22Z	
Travis Kelce Reacts to Costumes Inspired by Taylor Swift Romance	"Travis Kelce has mad love for what some people have done for Halloween to pay homage to him and Taylor Swift.
In fact, the Kansas City Chiefs tight end and his brother Jason Kelce critiqued fans' Ha… [+721 chars]"	2023-11-01T16:08:35Z	
Taylor Swift Matches Olivia Rodrigo With Another Global No. 1 Single	"GLENDALE, ARIZONA - MARCH 17: Editorial use only and no commercial use at any time. No use on ... [+] publication covers is permitted after August 9, 2023. Taylor Swift performs onstage for the openi… [+2289 chars]"	2023-11-01T13:30:00Z	
"Chiefs' Travis Kelce Files for 5 Trademarks for Use on Clothing, Cereal, More"	"Michael Owens/Getty Images
The Travis Kelce business is booming, and the Kansas City Chiefs star is looking to take advantage of it.
Per trademark attorney Josh Gerben, Kelce has filed for five new… [+1826 chars]"	2023-10-31T17:04:48Z	
10 Monday AM Reads	"Its Time to Stop Crying About Bonds and Buy Them Instead: Treasuries have had one of their worst three-year stretches on record. Why it can’t get much worse. (Barron’s)
Is E.S.G. Falling Out of Favo… [+3366 chars]"	2023-10-30T10:30:33Z	
Your Favorite Filmmakers Line Up to Praise Taylor Swift	"Not sure if you've heard, but Taylor Swift is coming off one of the most successful tours of all time, and has a movie in theaters that's doing gangbusters right now. 
We covered how Taylor Swift go… [+3014 chars]"	2023-11-03T22:15:02Z	
Taylor Swift Scores The Biggest Debut Of The Year With ‘1989 (Taylor’s Version)’	Taylor Swift is back at No. 1 on the Billboard 200 with 1989 (Taylor's Version). The re-recorded take of her pop blockbuster 1989 debuts in first place on the ranking of the top-consumed albums in th… [+254 chars]	2023-11-05T20:32:06Z	
Box Office Redemption: Beyonce And Taylor Swift Reviving Fortunes Of Movie Theaters In 2023 | Forbes	"Mark Hughes, a screenwriter and Forbes contributor, joins ""Forbes Talks"" with Rosemarie Miller, to discuss Beyonce and Taylor Swift's upcoming concert films and how they'll impact the box office, mov… [+24 chars]"	2023-10-30T14:39:33Z	
Why Are Re-Recordings So Controversial For Music Labels? Taylor Swift's Success?	"ATLANTA, GEORGIA - APRIL 28: FOR EDITORIAL USE ONLY. NO BOOK COVERS. Taylor Swift performs onstage ... [+] during The Eras Tour at Mercedes-Benz Stadium on April 28, 2023 in Atlanta, Georgia. (Photo … [+4947 chars]"	2023-11-03T18:20:26Z	
Taylor Swift Didn’t Need Lucrative Side Hustles To Become A Billionaire	"LOS ANGELES, CALIFORNIA - FEBRUARY 05: Taylor Swift attends the 65th GRAMMY Awards on February 05, ... [+] 2023 in Los Angeles, California. (Photo by Matt Winkelmeyer/Getty Images for The Recording A… [+3907 chars]"	2023-10-30T15:56:27Z	
Taylor Swift's '1989 (Taylor's Version)' Has Sold One Million Copies In Less Than A Week	"GLENDALE, ARIZONA - MARCH 18: Editorial use only and no commercial use at any time. No use on ... [+] publication covers is permitted after August 9, 2023. Taylor Swift performs onstage during ""Taylo… [+2811 chars]"	2023-11-02T13:11:04Z	
"A Taylor Swift Airbnb is a bachelorette dream home where megafans can bask in her ""Eras"" for up to $1,400 a night"	"The living area of Kelly Straka's Taylor Swift-themed Arizona Airbnb.Courtesy of Kelly StrakaAn Arizona Airbnb with rooms themed around Taylor Swift's different ""Eras"" is welcoming guests soon.The ro… [+311 chars]"	2023-11-01T16:22:08Z	
"Fact Check: Elon Musk Tweeted, 'I’d Rather Break My Leg Than See Taylor Swift During an NFL Game'?"	"In late 2023, as the relationship between Taylor Swift and Kansas City Chiefs tight end Travis Kelce sent shockwaves through sports and entertainment media, her cameos at his games generated consiste… [+2135 chars]"	2023-11-03T18:59:00Z	
Taylor Swift's Night Out With Selena Gomez & More Hits Different	"Welcome to girls' night, it's been waitin' for you.
Taylor Swift was joined by Selena Gomez, Sophie Turner, Gigi Hadid, Cara Delevigne and Brittany Mahomes for dinner at Bond St in New York City on … [+811 chars]"	2023-11-05T18:11:30Z	
"Taylor Swift, Beyonce Headline The List Of Top-Grossing Summer Tours 2023 | Forbes"	"Enthusiastic music fans had a summer filled with A-liners hitting the stage all around the world. P!ink was the first woman to headline a tour in Wisconsin, Taylor Swift walked her Runway in over 50 … [+34 chars]"	2023-11-04T14:04:16Z	
 The Fed waits and watches	"Good morning, Quartz readers! 
Heres what you need to know
The US Federal Reserve kept interest rates steady. It wasnt unexpected, but that doesnt mean it didnt annoy a lot of people (more on that … [+4332 chars]"	2023-11-02T10:00:00Z	
"Trisha Paytas and Moses Hacmon Dress Up As Taylor Swift, Travis Kelce"	"You'll be enchanted to see Trisha Paytas and Moses Hacmon's Halloween costumes. And we bet Taylor Swift and Travis Kelce will be too.
That's because the YouTuber and her husband dressed up as the Gr… [+910 chars]"	2023-10-31T18:00:38Z	
Is Canon’s New RF 24-105mm f/2.8 the Best Full-Frame Zoom on the Market?	"Taylor Swift: The Eras Tour Trailer #1 (2023)www.youtube.com
Let's start with Steven Soderbergh, who in and interview with Deadline, specifically called out Swift and her release strategy. 
When as… [+2670 chars]"	2023-11-03T22:44:04Z	
"Chiefs want to be ‘world’s team’ behind star power, Super Bowl success"	"Patrick Mahomes circled the Frankfurt game on his calendar when the NFL schedule was announced.
""Its really cool just to be on this stage, the world stage, in Germany,"" the Kansas City Chiefs quarte… [+4725 chars]"	2023-11-04T18:41:27Z	
Olivia Rodrigo Unleashes Her Fury With New ‘Hunger Games’ Single ‘Can’t Catch Me Now’	"Olivia Rodrigo delivered “Can’t Catch Me Now” on Thursday — a song from the highly-anticipated Hunger Games prequel The Ballad Of Songbirds &amp; Snakes. 
Written and recorded by the Guts singer, th… [+1595 chars]"	2023-11-03T04:45:02Z	
Taylor Swift Scores The Biggest Debut Of The Year With ‘1989 (Taylor’s Version)’	"SHANGHAI, CHINA - NOVEMBER 10: Taylor Swift performs live on stage during the 1989 World Tour Live ... [+] at Mercedes-Benz Arena on November 10, 2015 in Shanghai, China. (Photo by Hugo Hu/LP5/Getty … [+2125 chars]"	2023-11-05T20:17:47Z	
Taylor Swift Notches 13th No. 1 Album with 1989 (Taylor’s Version)	"Taylor Swift’s latest full-length re-recording, 1989 (Taylor’s Version), has debuted atop the Billboard 200, marking her second No. 1 debut in 2023 and 13th album all-time to claim the top spot.
Acc… [+1449 chars]"	2023-11-05T20:11:04Z	
Taylor Swift Announces “The Eras Tour” Shows in Vancouver	"Western Canada will have a chance to experience “The Eras Tour,” as Taylor Swift has confirmed three shows at BC Place in Vancouver, British Columbia in December 2024.
The Vancouver “Eras Tour” conc… [+4546 chars]"	2023-11-02T15:25:25Z	
Joe Pera Announces 2024 Taylor Swift-Inspired “PERAs Tour”	"Joe Pera will follow the globe-spanning live event of 2023, Taylor Swift’s “Eras Tour,” with his own standup equivalent, “The PERAs Tour,” in 2o24.
“I might get sued for this,” Pera begins in his an… [+2483 chars]"	2023-11-02T18:24:04Z	
‘Five Nights at Freddy’s’ Drops 76 Percent as Indies Like “Priscilla” and “Radical” Show Promise	"On a weekend when “Five Weeks at Freddy’s” (Universal) dropped 76 percent and overall grosses were $65 million on a traditionally prime release date, it could have been worse. With limited studio alt… [+7287 chars]"	2023-11-05T19:08:58Z	
Learn From Taylor Swift: 3 Lessons In Leadership	"KANSAS CITY, MISSOURI - JULY 07: EDITORIAL USE ONLY. NO BOOK COVERS. Taylor Swift performs onstage ... [+] for night one of Taylor Swift | The Eras Tour at GEHA Field at Arrowhead Stadium on July 07,… [+4323 chars]"	2023-10-30T14:53:56Z	
‘Swifties’ Have Superb Hotel Options For Taylor Swift’s Global Tour	"Global superstar Taylor Swift embarks on a world tour.
Invision
Seldom has a performer stirred the emotions of a frenzied fan base as much as global superstar Taylor Swift. As one of musics most lo… [+6332 chars]"	2023-11-01T11:46:28Z	
Jack Antonoff: “I’m Loving Where The Music Business Has Gone”	"People love to complain about Jack Antonoff, but we, as a population, evidently have not reached the Antonoff saturation point. Antonoff has won the Producer Of The Year Grammy for two straight years… [+2676 chars]"	2023-11-02T13:07:40Z	
"Taylor Swift Extends 'Eras Tour' Through End of 2024, Adds Three More Canada Dates"	"Taylor Swift is extending The Eras Tour once again!
On Thursday (November 2), the 33-year-old “Cruel Summer” entertainer announced that she will be adding three more dates to her tour in Canada, whi… [+4423 chars]"	2023-11-02T17:40:17Z	
How to Get Tickets to Taylor Swift’s Vancouver “Eras Tour” Shows	"Taylor Swift has announced that she’s heading to Vancouver in December 2024 for a three-night run that’ll serve as the grand finale for her historic “Eras Tour.”
Accordingly, demand for tickets to t… [+2566 chars]"	2023-11-02T18:18:44Z	
"Taylor Swift’s ‘SNL’ Monologue Was a Gift, Seth Meyers Says"	"When Late Nighthost Seth Meyers appeared on Howard Sterns SiriusXM radio show this week, he dug into the high level of difficulty posed by the challenge of hosting Saturday Night Live. But Taylor Swi… [+2738 chars]"	2023-10-31T16:56:46Z	
Taylor Swift Fans Have Been Camping Out for Her Argentina Shows Since June	"Next week, Taylor Swift will kick off a Latin American leg of her historic “Eras Tour” with a three-night run in Buenos Aires, Argentina. As we’ve seen from earlier shows in the tour, Swifties will g… [+3247 chars]"	2023-11-03T14:28:37Z	
Will Taylor Swift be at the Chiefs’ game in Germany? Travis Kelce wouldn’t say	"Travis Kelce declined to discuss Taylor Swifts status for Sundays game in Germany and their status as a couple.
The Chiefs tight end spoke Friday at a press conference but wouldnt say whether the po… [+1889 chars]"	2023-11-03T18:37:03Z	
Major Labels Are Trying to Stop Artists from Re-Recording Their Music like Taylor Swift	"Major record labels are implementing new restrictions in order to deter artists from re-recording their music à la Taylor Swift.
As Billboard reports, Universal Music Group, Sony Music Entertainment… [+2296 chars]"	2023-10-30T18:18:19Z	
2023 NFL Odds: Taylor Swift's presence in Germany could affect betting market	"The Kansas City Chiefs and Miami Dolphins will face off in Germany on Sunday, with the defending champs favored by 1.5 points for the big matchup.
However, given their showing last week against the … [+1812 chars]"	2023-11-04T16:27:03Z	
‘Hunger Games’ Prequel Lands SAG-AFTRA Interim Agreement	"Lionsgate, a non-AMPTP company, has secured a SAG-AFTRA interim agreement for its upcoming tentpole, The Hunger Games: The Ballad of Songbirds &amp; Snakes, Deadline has confirmed. 
This will allow … [+1481 chars]"	2023-10-30T19:27:14Z	
"How Our Mental Health Is Impacting Live Music, For Better And Worse"	"Live music is booming in arenas and stadiums, but grassroots music venues continue to be challenged. How we process trauma from COVID offers a reason why
Live Nation, the worlds biggest live music c… [+4445 chars]"	2023-11-01T10:11:14Z	
"Selena Gomez Worries Over Taylor Swift & Travis Kelce, Chaotic Media Frenzy"	"Earlier this month, we heard about Travis Kelce’s brother Jason’s “alarms” about the famous athlete’s relationship with Taylor Swift.
As it turns out, he is not the only one who feels leery of the m… [+3939 chars]"	2023-10-31T18:49:29Z	
Flex and superflex rankings	Welcome to Week 9 of the 2023 NFL season and our weekly PPR fantasy football superflex rankings. We know many of you compete in superflex formats that invite/covet second quarterbacks in starting lin… [+10326 chars]	2023-11-01T14:54:34Z	
[Removed]	[Removed]	1970-01-01T00:00:00Z	
The Untold Story of Tucker Carlson’s Ugly Exit From Fox News	"When Fox News Media CEO Suzanne Scott called Tucker Carlson around 11:15 a.m. on Monday, April 24, and said, Were taking you off the air, she didnt give him a reason. To Carlson, cancellation was unt… [+305 chars]"	2023-10-31T10:05:22Z	
Deadpool 3’s Taylor Swift X-Men Theory Would Repeat A Massive Phase 4 Hero Issue	"Summary
<ul><li> Deadpool 3 will potentially cast Taylor Swift as Dazzler, adding her to the growing list of pop stars in the MCU. </li><li> There are concerns about casting pop stars in the MCU due… [+3556 chars]"	2023-11-05T13:00:14Z	
Travis Kelce Thinks It’s “Cool” Everyone Dressed Up As Him and Taylor Swift For Halloween	"Travis Kelce thinks its cool so many people dressed up as him for Halloween. 
Travis and brother Jason Kelce, on the new episode of their podcast New Heights released Wednesday, discussed the world … [+1916 chars]"	2023-11-01T16:11:48Z	
Taylor Swift's 2023 Girl Squad Assembles in New York City	"Brittany Mahomes, Taylor Swift, Selena Gomez, Cara Delevigne, Gigi Hadid and Sophie Turner in New York City. pic.twitter.com/n88yqcBtyf
— @22metgala (@22metgala) November 5, 2023
It's certainly the… [+808 chars]"	2023-11-05T02:17:56Z	
"A youth festival in Bedok is giving away a Taylor Swift concert ticket, winner to watch show with MP Tan Kiat How"	"Those who missed out on getting tickets for Taylor Swift's Singapore concert next year now have a surprise lifeline, courtesy of a youth festival in Bedok.
The inaugural Heartware-East Coast Youth F… [+352 chars]"	2023-11-03T05:02:57Z	
Can Beyoncé’s Concert Film Bring Her Back To The Oscars?	"LOS ANGELES, CA - MARCH 27: In this handout photo provided by A.M.P.A.S., Beyoncé performs during ... [+] the ABC telecast of the 94th Oscars® on Sunday, March 27, 2022 in Los Angeles, California. (P… [+3139 chars]"	2023-10-31T13:00:00Z	
[Removed]	[Removed]	1970-01-01T00:00:00Z	
Taylor Swift Fans Recoil: Does Travis Kelce See Her as His “Breeder?”	"For the most part, Taylor Swift’s fans have enjoyed her Travis Kelce era.
It turns out that dating a notorious dirtbag for a few weeks earlier in the year will prep the world to support you in your … [+4889 chars]"	2023-11-01T20:41:08Z	
Travis Kelce Provides Latest Update On Taylor Swift Relationship Following Report About Safety Concerns	"Travis Kelce is giving a status report on his relationship with Taylor Swift. 
The 34-year-old football star and the 33-year-old pop titan have generated endless headlines since becoming Hollywood’s… [+230 chars]"	2023-11-03T17:54:08Z	
"The Matildas are entering their Swift Era, so what does that mean for them and for us?"	"Next February, roughly 100,000 people will stream into the Melbourne Cricket Ground for an event they've been dreaming about for months.
They'll fly halfway across the country and dress up in outfit… [+10031 chars]"	2023-11-03T20:09:54Z	
Taylor Lautner Dishes On How His Appearance in Taylor Swift's 'I Can See You Music Video' Came About	"Taylor Lautner is spilling all the tea on reuniting with Taylor Swift for her “I Can See You (Taylor’s Version)” music video!
The 31-year-old actor starred in the visual alongside Joey King and Pres… [+2312 chars]"	2023-11-01T21:35:24Z	
First Ring Daily 1542: Swiftly Raised	"On this episode of First Ring Daily, Taylor Swift is a topic, Hulu is selling to Disney, and sometimes you forget the day of the week.
Sign up for our new free newsletter to get three time-saving ti… [+166 chars]"	2023-11-02T14:40:56Z	
Learning English Podcast	"On todays podcast, a new university law class on pop star Taylor Swift?; learn about Italian artist Michelangelos secret room; a listeners question about using which followed by a discussion on which… [+84 chars]"	2023-11-04T00:30:00Z	
Weekend Box Office Reportedly Bombs As ‘Dune: Part Two’ Delay Leaves Theaters Without Big Release Amid Actors’ Strike	"Movie ticket sales dropped to $58.3 million this weekend, according to Deadline, as Five Nights At Freddys, Taylor Swift: Eras Tour and Killers of the Flower Moon which all debuted last month struggl… [+2240 chars]"	2023-11-04T17:36:14Z	
[Removed]	[Removed]	1970-01-01T00:00:00Z	
Travis Kelce's Stylist Addresses Viral Taylor Swift Curtain Pants Theory	"Remember back in October when 
Travis Kelce showed up at a Sunday game between the Chiefs and the Vikings looking like this?If his pants look familliar, its because they're a dead ringer for the plu… [+1473 chars]"	2023-11-02T12:30:00Z	
Taylor Swift Named Apple Music's Artist of the Year	"Apple today announced that Taylor Swift has been named Apple Music's Artist of the Year for 2023 after reaching ""a new realm of superstardom this year.""
Swift released a new album last month called … [+1018 chars]"	2023-11-08T16:15:03Z	
Taylor Swift accused of witchcraft by MAGA pastor Hank Kunneman	"Hank Kunneman is employed as a MAGA pastor. It's not bad work if you can stomach spouting uncreative and discredited conspiracy theories to dimwitted, credulous, and perpetually enraged Trump worship… [+1089 chars]"	2023-11-06T23:30:56Z	
The Biggest Snubs and Surprises of the 2024 Grammy Nominations	"The 2024 Grammy nominations were announced Friday morning and SZA took the lead, with nine nods for the singer, followed closely by Victoria Monét and Phoebe Bridgers, who each took home seven. Eight… [+4044 chars]"	2023-11-10T17:32:53Z	
